Consumption
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22406.5144
44813.0288
67219.5432
89626.0576
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
112032.572
89626.0576
67219.5432
44813.0288
22406.5144
0
0
0
0
0
0
0
0
11890.98305
23781.9661
35672.94915
47563.9322
59454.91525
59454.91525
59454.91525
59454.91525
59454.91525
47563.9322
35672.94915
23781.9661
11890.98305
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10395.70978
20791.41956
31187.12934
41582.83912
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
51978.5489
41582.83912
31187.12934
20791.41956
10395.70978
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6340.209895
12680.41979
19020.62969
25360.83958
31701.04948
31701.04948
31701.04948
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
104683.6183
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
72982.56881
58386.05505
43789.54128
29193.02752
14596.51376
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17061.75
34123.5
51185.25
68247
85308.75
85308.75
85308.75
131975.4167
131975.4167
131975.4167
131975.4167
131975.4167
131975.4167
131975.4167
131975.4167
46666.66667
46666.66667
46666.66667
46666.66667
46666.66667
46666.66667
37333.33333
28000
18666.66667
9333.333333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6063.17757
12126.35514
18189.53271
24252.71028
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
30315.88785
