,Date,Time,Hours,Minutes,Month,Power,Status,Week Day,Weekend or weekday,Part of the day
199595,2022-01-09,03:00:00,3,0,1,0,W,Sunday,Weekend,Night
199596,2022-01-09,03:15:00,3,15,1,0,W,Sunday,Weekend,Night
199597,2022-01-09,03:30:00,3,30,1,0,W,Sunday,Weekend,Night
199598,2022-01-09,03:45:00,3,45,1,0,W,Sunday,Weekend,Night
199599,2022-01-09,04:00:00,4,0,1,0,W,Sunday,Weekend,Morning
199600,2022-01-09,04:15:00,4,15,1,0,W,Sunday,Weekend,Morning
199601,2022-01-09,04:30:00,4,30,1,0,W,Sunday,Weekend,Morning
199602,2022-01-09,04:45:00,4,45,1,0,W,Sunday,Weekend,Morning
199603,2022-01-09,05:00:00,5,0,1,0,W,Sunday,Weekend,Morning
199604,2022-01-09,05:15:00,5,15,1,0,W,Sunday,Weekend,Morning
199605,2022-01-09,05:30:00,5,30,1,0,W,Sunday,Weekend,Morning
199606,2022-01-09,05:45:00,5,45,1,0,W,Sunday,Weekend,Morning
199607,2022-01-09,06:00:00,6,0,1,0,W,Sunday,Weekend,Morning
199608,2022-01-09,06:15:00,6,15,1,0,W,Sunday,Weekend,Morning
199609,2022-01-09,06:30:00,6,30,1,0,W,Sunday,Weekend,Morning
199610,2022-01-09,06:45:00,6,45,1,0,W,Sunday,Weekend,Morning
199611,2022-01-09,07:00:00,7,0,1,0,W,Sunday,Weekend,Morning
199612,2022-01-09,07:15:00,7,15,1,0,W,Sunday,Weekend,Morning
199613,2022-01-09,07:30:00,7,30,1,0,W,Sunday,Weekend,Morning
199614,2022-01-09,07:45:00,7,45,1,0,W,Sunday,Weekend,Morning
199615,2022-01-09,08:00:00,8,0,1,0,W,Sunday,Weekend,Morning
199616,2022-01-09,08:15:00,8,15,1,0,W,Sunday,Weekend,Morning
199617,2022-01-09,08:30:00,8,30,1,0,W,Sunday,Weekend,Morning
199618,2022-01-09,08:45:00,8,45,1,0,W,Sunday,Weekend,Morning
199619,2022-01-09,09:00:00,9,0,1,0,W,Sunday,Weekend,Morning
199620,2022-01-09,09:15:00,9,15,1,4.8,W,Sunday,Weekend,Morning
199621,2022-01-09,09:30:00,9,30,1,6.4,W,Sunday,Weekend,Morning
199622,2022-01-09,09:45:00,9,45,1,8,W,Sunday,Weekend,Morning
199623,2022-01-09,10:00:00,10,0,1,16,W,Sunday,Weekend,Morning
199624,2022-01-09,10:15:00,10,15,1,22.4,W,Sunday,Weekend,Morning
199625,2022-01-09,10:30:00,10,30,1,20.8,W,Sunday,Weekend,Morning
199626,2022-01-09,10:45:00,10,45,1,30.4,W,Sunday,Weekend,Morning
199627,2022-01-09,11:00:00,11,0,1,30.4,W,Sunday,Weekend,Morning
199628,2022-01-09,11:15:00,11,15,1,38.4,W,Sunday,Weekend,Morning
199629,2022-01-09,11:30:00,11,30,1,54.4,W,Sunday,Weekend,Morning
199630,2022-01-09,11:45:00,11,45,1,76.8,W,Sunday,Weekend,Morning
199631,2022-01-09,12:00:00,12,0,1,83.2,W,Sunday,Weekend,Afternoon
199632,2022-01-09,12:15:00,12,15,1,80,W,Sunday,Weekend,Afternoon
199633,2022-01-09,12:30:00,12,30,1,94.4,W,Sunday,Weekend,Afternoon
199634,2022-01-09,12:45:00,12,45,1,120,W,Sunday,Weekend,Afternoon
199635,2022-01-09,13:00:00,13,0,1,129.6,W,Sunday,Weekend,Afternoon
199636,2022-01-09,13:15:00,13,15,1,126.4,W,Sunday,Weekend,Afternoon
199637,2022-01-09,13:30:00,13,30,1,136,W,Sunday,Weekend,Afternoon
199638,2022-01-09,13:45:00,13,45,1,182.4,W,Sunday,Weekend,Afternoon
199639,2022-01-09,14:00:00,14,0,1,184,W,Sunday,Weekend,Afternoon
199640,2022-01-09,14:15:00,14,15,1,126.4,W,Sunday,Weekend,Afternoon
199641,2022-01-09,14:30:00,14,30,1,113.6,W,Sunday,Weekend,Afternoon
199642,2022-01-09,14:45:00,14,45,1,148.8,W,Sunday,Weekend,Afternoon
199643,2022-01-09,15:00:00,15,0,1,102.4,W,Sunday,Weekend,Afternoon
199644,2022-01-09,15:15:00,15,15,1,86.4,W,Sunday,Weekend,Afternoon
199645,2022-01-09,15:30:00,15,30,1,72,W,Sunday,Weekend,Afternoon
199646,2022-01-09,15:45:00,15,45,1,59.2,W,Sunday,Weekend,Afternoon
199647,2022-01-09,16:00:00,16,0,1,32,W,Sunday,Weekend,Afternoon
199648,2022-01-09,16:15:00,16,15,1,17.6,W,Sunday,Weekend,Afternoon
199649,2022-01-09,16:30:00,16,30,1,6.4,W,Sunday,Weekend,Afternoon
199650,2022-01-09,16:45:00,16,45,1,0,W,Sunday,Weekend,Afternoon
199651,2022-01-09,17:00:00,17,0,1,0,W,Sunday,Weekend,Afternoon
199652,2022-01-09,17:15:00,17,15,1,0,W,Sunday,Weekend,Afternoon
199653,2022-01-09,17:30:00,17,30,1,0,W,Sunday,Weekend,Afternoon
199654,2022-01-09,17:45:00,17,45,1,0,W,Sunday,Weekend,Afternoon
199655,2022-01-09,18:00:00,18,0,1,0,W,Sunday,Weekend,Afternoon
199656,2022-01-09,18:15:00,18,15,1,0,W,Sunday,Weekend,Afternoon
199657,2022-01-09,18:30:00,18,30,1,0,W,Sunday,Weekend,Afternoon
199658,2022-01-09,18:45:00,18,45,1,0,W,Sunday,Weekend,Afternoon
199659,2022-01-09,19:00:00,19,0,1,0,W,Sunday,Weekend,Afternoon
199660,2022-01-09,19:15:00,19,15,1,0,W,Sunday,Weekend,Afternoon
199661,2022-01-09,19:30:00,19,30,1,0,W,Sunday,Weekend,Afternoon
199662,2022-01-09,19:45:00,19,45,1,0,W,Sunday,Weekend,Afternoon
199663,2022-01-09,20:00:00,20,0,1,0,W,Sunday,Weekend,Night
199664,2022-01-09,20:15:00,20,15,1,0,W,Sunday,Weekend,Night
199665,2022-01-09,20:30:00,20,30,1,0,W,Sunday,Weekend,Night
199666,2022-01-09,20:45:00,20,45,1,0,W,Sunday,Weekend,Night
199667,2022-01-09,21:00:00,21,0,1,0,W,Sunday,Weekend,Night
199668,2022-01-09,21:15:00,21,15,1,0,W,Sunday,Weekend,Night
199669,2022-01-09,21:30:00,21,30,1,0,W,Sunday,Weekend,Night
199670,2022-01-09,21:45:00,21,45,1,0,W,Sunday,Weekend,Night
199671,2022-01-09,22:00:00,22,0,1,0,W,Sunday,Weekend,Night
199672,2022-01-09,22:15:00,22,15,1,0,W,Sunday,Weekend,Night
199673,2022-01-09,22:30:00,22,30,1,0,W,Sunday,Weekend,Night
199674,2022-01-09,22:45:00,22,45,1,0,W,Sunday,Weekend,Night
199675,2022-01-09,23:00:00,23,0,1,0,W,Sunday,Weekend,Night
199676,2022-01-09,23:15:00,23,15,1,0,W,Sunday,Weekend,Night
199677,2022-01-09,23:30:00,23,30,1,0,W,Sunday,Weekend,Night
199678,2022-01-09,23:45:00,23,45,1,0,W,Sunday,Weekend,Night
199679,2022-01-10,00:00:00,0,0,1,0,W,Monday,Workday,Night
199680,2022-01-10,00:15:00,0,15,1,0,W,Monday,Workday,Night
199681,2022-01-10,00:30:00,0,30,1,0,W,Monday,Workday,Night
199682,2022-01-10,00:45:00,0,45,1,0,W,Monday,Workday,Night
199683,2022-01-10,01:00:00,1,0,1,0,W,Monday,Workday,Night
199684,2022-01-10,01:15:00,1,15,1,0,W,Monday,Workday,Night
199685,2022-01-10,01:30:00,1,30,1,0,W,Monday,Workday,Night
199686,2022-01-10,01:45:00,1,45,1,0,W,Monday,Workday,Night
199687,2022-01-10,02:00:00,2,0,1,0,W,Monday,Workday,Night
199688,2022-01-10,02:15:00,2,15,1,0,W,Monday,Workday,Night
199689,2022-01-10,02:30:00,2,30,1,0,W,Monday,Workday,Night
199690,2022-01-10,02:45:00,2,45,1,0,W,Monday,Workday,Night
199691,2022-01-10,03:00:00,3,0,1,0,W,Monday,Workday,Night
199692,2022-01-10,03:15:00,3,15,1,0,W,Monday,Workday,Night
199693,2022-01-10,03:30:00,3,30,1,0,W,Monday,Workday,Night
199694,2022-01-10,03:45:00,3,45,1,0,W,Monday,Workday,Night
199695,2022-01-10,04:00:00,4,0,1,0,W,Monday,Workday,Morning
199696,2022-01-10,04:15:00,4,15,1,0,W,Monday,Workday,Morning
199697,2022-01-10,04:30:00,4,30,1,0,W,Monday,Workday,Morning
199698,2022-01-10,04:45:00,4,45,1,0,W,Monday,Workday,Morning
199699,2022-01-10,05:00:00,5,0,1,0,W,Monday,Workday,Morning
199700,2022-01-10,05:15:00,5,15,1,0,W,Monday,Workday,Morning
199701,2022-01-10,05:30:00,5,30,1,0,W,Monday,Workday,Morning
199702,2022-01-10,05:45:00,5,45,1,0,W,Monday,Workday,Morning
199703,2022-01-10,06:00:00,6,0,1,0,W,Monday,Workday,Morning
199704,2022-01-10,06:15:00,6,15,1,0,W,Monday,Workday,Morning
199705,2022-01-10,06:30:00,6,30,1,0,W,Monday,Workday,Morning
199706,2022-01-10,06:45:00,6,45,1,0,W,Monday,Workday,Morning
199707,2022-01-10,07:00:00,7,0,1,0,W,Monday,Workday,Morning
199708,2022-01-10,07:15:00,7,15,1,0,W,Monday,Workday,Morning
199709,2022-01-10,07:30:00,7,30,1,0,W,Monday,Workday,Morning
199710,2022-01-10,07:45:00,7,45,1,0,W,Monday,Workday,Morning
199711,2022-01-10,08:00:00,8,0,1,0,W,Monday,Workday,Morning
199712,2022-01-10,08:15:00,8,15,1,0,W,Monday,Workday,Morning
199713,2022-01-10,08:30:00,8,30,1,0,W,Monday,Workday,Morning
199714,2022-01-10,08:45:00,8,45,1,12.8,W,Monday,Workday,Morning
199715,2022-01-10,09:00:00,9,0,1,68.8,W,Monday,Workday,Morning
199716,2022-01-10,09:15:00,9,15,1,113.6,W,Monday,Workday,Morning
199717,2022-01-10,09:30:00,9,30,1,72,W,Monday,Workday,Morning
199718,2022-01-10,09:45:00,9,45,1,104,W,Monday,Workday,Morning
199719,2022-01-10,10:00:00,10,0,1,145.6,W,Monday,Workday,Morning
199720,2022-01-10,10:15:00,10,15,1,134.4,W,Monday,Workday,Morning
199721,2022-01-10,10:30:00,10,30,1,142.4,W,Monday,Workday,Morning
199722,2022-01-10,10:45:00,10,45,1,158.4,W,Monday,Workday,Morning
199723,2022-01-10,11:00:00,11,0,1,187.2,W,Monday,Workday,Morning
199724,2022-01-10,11:15:00,11,15,1,219.2,W,Monday,Workday,Morning
199725,2022-01-10,11:30:00,11,30,1,216,W,Monday,Workday,Morning
199726,2022-01-10,11:45:00,11,45,1,256,W,Monday,Workday,Morning
199727,2022-01-10,12:00:00,12,0,1,331.2,W,Monday,Workday,Afternoon
199728,2022-01-10,12:15:00,12,15,1,280,W,Monday,Workday,Afternoon
199729,2022-01-10,12:30:00,12,30,1,300.8,W,Monday,Workday,Afternoon
199730,2022-01-10,12:45:00,12,45,1,268.8,W,Monday,Workday,Afternoon
199731,2022-01-10,13:00:00,13,0,1,265.6,W,Monday,Workday,Afternoon
199732,2022-01-10,13:15:00,13,15,1,204.8,W,Monday,Workday,Afternoon
199733,2022-01-10,13:30:00,13,30,1,174.4,W,Monday,Workday,Afternoon
199734,2022-01-10,13:45:00,13,45,1,166.4,W,Monday,Workday,Afternoon
199735,2022-01-10,14:00:00,14,0,1,131.2,W,Monday,Workday,Afternoon
199736,2022-01-10,14:15:00,14,15,1,131.2,W,Monday,Workday,Afternoon
199737,2022-01-10,14:30:00,14,30,1,156.8,W,Monday,Workday,Afternoon
199738,2022-01-10,14:45:00,14,45,1,108.8,W,Monday,Workday,Afternoon
199739,2022-01-10,15:00:00,15,0,1,88,W,Monday,Workday,Afternoon
199740,2022-01-10,15:15:00,15,15,1,89.6,W,Monday,Workday,Afternoon
199741,2022-01-10,15:30:00,15,30,1,100.8,W,Monday,Workday,Afternoon
199742,2022-01-10,15:45:00,15,45,1,72,W,Monday,Workday,Afternoon
199743,2022-01-10,16:00:00,16,0,1,40,W,Monday,Workday,Afternoon
199744,2022-01-10,16:15:00,16,15,1,19.2,W,Monday,Workday,Afternoon
199745,2022-01-10,16:30:00,16,30,1,4.8,W,Monday,Workday,Afternoon
199746,2022-01-10,16:45:00,16,45,1,0,W,Monday,Workday,Afternoon
199747,2022-01-10,17:00:00,17,0,1,0,W,Monday,Workday,Afternoon
199748,2022-01-10,17:15:00,17,15,1,0,W,Monday,Workday,Afternoon
199749,2022-01-10,17:30:00,17,30,1,0,W,Monday,Workday,Afternoon
199750,2022-01-10,17:45:00,17,45,1,0,W,Monday,Workday,Afternoon
199751,2022-01-10,18:00:00,18,0,1,0,W,Monday,Workday,Afternoon
199752,2022-01-10,18:15:00,18,15,1,0,W,Monday,Workday,Afternoon
199753,2022-01-10,18:30:00,18,30,1,0,W,Monday,Workday,Afternoon
199754,2022-01-10,18:45:00,18,45,1,0,W,Monday,Workday,Afternoon
199755,2022-01-10,19:00:00,19,0,1,0,W,Monday,Workday,Afternoon
199756,2022-01-10,19:15:00,19,15,1,0,W,Monday,Workday,Afternoon
199757,2022-01-10,19:30:00,19,30,1,0,W,Monday,Workday,Afternoon
199758,2022-01-10,19:45:00,19,45,1,0,W,Monday,Workday,Afternoon
199759,2022-01-10,20:00:00,20,0,1,0,W,Monday,Workday,Night
199760,2022-01-10,20:15:00,20,15,1,0,W,Monday,Workday,Night
199761,2022-01-10,20:30:00,20,30,1,0,W,Monday,Workday,Night
199762,2022-01-10,20:45:00,20,45,1,0,W,Monday,Workday,Night
199763,2022-01-10,21:00:00,21,0,1,0,W,Monday,Workday,Night
199764,2022-01-10,21:15:00,21,15,1,0,W,Monday,Workday,Night
199765,2022-01-10,21:30:00,21,30,1,0,W,Monday,Workday,Night
199766,2022-01-10,21:45:00,21,45,1,0,W,Monday,Workday,Night
199767,2022-01-10,22:00:00,22,0,1,0,W,Monday,Workday,Night
199768,2022-01-10,22:15:00,22,15,1,0,W,Monday,Workday,Night
199769,2022-01-10,22:30:00,22,30,1,0,W,Monday,Workday,Night
199770,2022-01-10,22:45:00,22,45,1,0,W,Monday,Workday,Night
199771,2022-01-10,23:00:00,23,0,1,0,W,Monday,Workday,Night
199772,2022-01-10,23:15:00,23,15,1,0,W,Monday,Workday,Night
199773,2022-01-10,23:30:00,23,30,1,0,W,Monday,Workday,Night
199774,2022-01-10,23:45:00,23,45,1,0,W,Monday,Workday,Night
199775,2022-01-11,00:00:00,0,0,1,0,W,Tuesday,Workday,Night
199776,2022-01-11,00:15:00,0,15,1,0,W,Tuesday,Workday,Night
199777,2022-01-11,00:30:00,0,30,1,0,W,Tuesday,Workday,Night
199778,2022-01-11,00:45:00,0,45,1,0,W,Tuesday,Workday,Night
199779,2022-01-11,01:00:00,1,0,1,0,W,Tuesday,Workday,Night
199780,2022-01-11,01:15:00,1,15,1,0,W,Tuesday,Workday,Night
199781,2022-01-11,01:30:00,1,30,1,0,W,Tuesday,Workday,Night
199782,2022-01-11,01:45:00,1,45,1,0,W,Tuesday,Workday,Night
199783,2022-01-11,02:00:00,2,0,1,0,W,Tuesday,Workday,Night
199784,2022-01-11,02:15:00,2,15,1,0,W,Tuesday,Workday,Night
199785,2022-01-11,02:30:00,2,30,1,0,W,Tuesday,Workday,Night
199786,2022-01-11,02:45:00,2,45,1,0,W,Tuesday,Workday,Night
199787,2022-01-11,03:00:00,3,0,1,0,W,Tuesday,Workday,Night
199788,2022-01-11,03:15:00,3,15,1,0,W,Tuesday,Workday,Night
199789,2022-01-11,03:30:00,3,30,1,0,W,Tuesday,Workday,Night
199790,2022-01-11,03:45:00,3,45,1,0,W,Tuesday,Workday,Night
199791,2022-01-11,04:00:00,4,0,1,0,W,Tuesday,Workday,Morning
199792,2022-01-11,04:15:00,4,15,1,0,W,Tuesday,Workday,Morning
199793,2022-01-11,04:30:00,4,30,1,0,W,Tuesday,Workday,Morning
199794,2022-01-11,04:45:00,4,45,1,0,W,Tuesday,Workday,Morning
199795,2022-01-11,05:00:00,5,0,1,0,W,Tuesday,Workday,Morning
199796,2022-01-11,05:15:00,5,15,1,0,W,Tuesday,Workday,Morning
199797,2022-01-11,05:30:00,5,30,1,0,W,Tuesday,Workday,Morning
199798,2022-01-11,05:45:00,5,45,1,0,W,Tuesday,Workday,Morning
199799,2022-01-11,06:00:00,6,0,1,0,W,Tuesday,Workday,Morning
199800,2022-01-11,06:15:00,6,15,1,0,W,Tuesday,Workday,Morning
199801,2022-01-11,06:30:00,6,30,1,0,W,Tuesday,Workday,Morning
199802,2022-01-11,06:45:00,6,45,1,0,W,Tuesday,Workday,Morning
199803,2022-01-11,07:00:00,7,0,1,0,W,Tuesday,Workday,Morning
199804,2022-01-11,07:15:00,7,15,1,0,W,Tuesday,Workday,Morning
199805,2022-01-11,07:30:00,7,30,1,0,W,Tuesday,Workday,Morning
199806,2022-01-11,07:45:00,7,45,1,0,W,Tuesday,Workday,Morning
199807,2022-01-11,08:00:00,8,0,1,0,W,Tuesday,Workday,Morning
199808,2022-01-11,08:15:00,8,15,1,0,W,Tuesday,Workday,Morning
199809,2022-01-11,08:30:00,8,30,1,0,W,Tuesday,Workday,Morning
199810,2022-01-11,08:45:00,8,45,1,3.2,W,Tuesday,Workday,Morning
199811,2022-01-11,09:00:00,9,0,1,11.2,W,Tuesday,Workday,Morning
199812,2022-01-11,09:15:00,9,15,1,17.6,W,Tuesday,Workday,Morning
199813,2022-01-11,09:30:00,9,30,1,19.2,W,Tuesday,Workday,Morning
199814,2022-01-11,09:45:00,9,45,1,33.6,W,Tuesday,Workday,Morning
199815,2022-01-11,10:00:00,10,0,1,54.4,W,Tuesday,Workday,Morning
199816,2022-01-11,10:15:00,10,15,1,68.8,W,Tuesday,Workday,Morning
199817,2022-01-11,10:30:00,10,30,1,86.4,W,Tuesday,Workday,Morning
199818,2022-01-11,10:45:00,10,45,1,96,W,Tuesday,Workday,Morning
199819,2022-01-11,11:00:00,11,0,1,99.2,W,Tuesday,Workday,Morning
199820,2022-01-11,11:15:00,11,15,1,129.6,W,Tuesday,Workday,Morning
199821,2022-01-11,11:30:00,11,30,1,145.6,W,Tuesday,Workday,Morning
199822,2022-01-11,11:45:00,11,45,1,169.6,W,Tuesday,Workday,Morning
199823,2022-01-11,12:00:00,12,0,1,182.4,W,Tuesday,Workday,Afternoon
199824,2022-01-11,12:15:00,12,15,1,172.8,W,Tuesday,Workday,Afternoon
199825,2022-01-11,12:30:00,12,30,1,163.2,W,Tuesday,Workday,Afternoon
199826,2022-01-11,12:45:00,12,45,1,161.6,W,Tuesday,Workday,Afternoon
199827,2022-01-11,13:00:00,13,0,1,152,W,Tuesday,Workday,Afternoon
199828,2022-01-11,13:15:00,13,15,1,92.8,W,Tuesday,Workday,Afternoon
199829,2022-01-11,13:30:00,13,30,1,113.6,W,Tuesday,Workday,Afternoon
199830,2022-01-11,13:45:00,13,45,1,129.6,W,Tuesday,Workday,Afternoon
199831,2022-01-11,14:00:00,14,0,1,105.6,W,Tuesday,Workday,Afternoon
199832,2022-01-11,14:15:00,14,15,1,100.8,W,Tuesday,Workday,Afternoon
199833,2022-01-11,14:30:00,14,30,1,105.6,W,Tuesday,Workday,Afternoon
199834,2022-01-11,14:45:00,14,45,1,96,W,Tuesday,Workday,Afternoon
199835,2022-01-11,15:00:00,15,0,1,78.4,W,Tuesday,Workday,Afternoon
199836,2022-01-11,15:15:00,15,15,1,65.6,W,Tuesday,Workday,Afternoon
199837,2022-01-11,15:30:00,15,30,1,49.6,W,Tuesday,Workday,Afternoon
199838,2022-01-11,15:45:00,15,45,1,35.2,W,Tuesday,Workday,Afternoon
199839,2022-01-11,16:00:00,16,0,1,24,W,Tuesday,Workday,Afternoon
199840,2022-01-11,16:15:00,16,15,1,11.2,W,Tuesday,Workday,Afternoon
199841,2022-01-11,16:30:00,16,30,1,3.2,W,Tuesday,Workday,Afternoon
199842,2022-01-11,16:45:00,16,45,1,0,W,Tuesday,Workday,Afternoon
199843,2022-01-11,17:00:00,17,0,1,0,W,Tuesday,Workday,Afternoon
199844,2022-01-11,17:15:00,17,15,1,0,W,Tuesday,Workday,Afternoon
199845,2022-01-11,17:30:00,17,30,1,0,W,Tuesday,Workday,Afternoon
199846,2022-01-11,17:45:00,17,45,1,0,W,Tuesday,Workday,Afternoon
199847,2022-01-11,18:00:00,18,0,1,0,W,Tuesday,Workday,Afternoon
199848,2022-01-11,18:15:00,18,15,1,0,W,Tuesday,Workday,Afternoon
199849,2022-01-11,18:30:00,18,30,1,0,W,Tuesday,Workday,Afternoon
199850,2022-01-11,18:45:00,18,45,1,0,W,Tuesday,Workday,Afternoon
199851,2022-01-11,19:00:00,19,0,1,0,W,Tuesday,Workday,Afternoon
199852,2022-01-11,19:15:00,19,15,1,0,W,Tuesday,Workday,Afternoon
199853,2022-01-11,19:30:00,19,30,1,0,W,Tuesday,Workday,Afternoon
199854,2022-01-11,19:45:00,19,45,1,0,W,Tuesday,Workday,Afternoon
199855,2022-01-11,20:00:00,20,0,1,0,W,Tuesday,Workday,Night
199856,2022-01-11,20:15:00,20,15,1,0,W,Tuesday,Workday,Night
199857,2022-01-11,20:30:00,20,30,1,0,W,Tuesday,Workday,Night
199858,2022-01-11,20:45:00,20,45,1,0,W,Tuesday,Workday,Night
199859,2022-01-11,21:00:00,21,0,1,0,W,Tuesday,Workday,Night
199860,2022-01-11,21:15:00,21,15,1,0,W,Tuesday,Workday,Night
199861,2022-01-11,21:30:00,21,30,1,0,W,Tuesday,Workday,Night
199862,2022-01-11,21:45:00,21,45,1,0,W,Tuesday,Workday,Night
199863,2022-01-11,22:00:00,22,0,1,0,W,Tuesday,Workday,Night
199864,2022-01-11,22:15:00,22,15,1,0,W,Tuesday,Workday,Night
199865,2022-01-11,22:30:00,22,30,1,0,W,Tuesday,Workday,Night
199866,2022-01-11,22:45:00,22,45,1,0,W,Tuesday,Workday,Night
199867,2022-01-11,23:00:00,23,0,1,0,W,Tuesday,Workday,Night
199868,2022-01-11,23:15:00,23,15,1,0,W,Tuesday,Workday,Night
199869,2022-01-11,23:30:00,23,30,1,0,W,Tuesday,Workday,Night
199870,2022-01-11,23:45:00,23,45,1,0,W,Tuesday,Workday,Night
199871,2022-01-12,00:00:00,0,0,1,0,W,Wednesday,Workday,Night
199872,2022-01-12,00:15:00,0,15,1,0,W,Wednesday,Workday,Night
199873,2022-01-12,00:30:00,0,30,1,0,W,Wednesday,Workday,Night
199874,2022-01-12,00:45:00,0,45,1,0,W,Wednesday,Workday,Night
199875,2022-01-12,01:00:00,1,0,1,0,W,Wednesday,Workday,Night
199876,2022-01-12,01:15:00,1,15,1,0,W,Wednesday,Workday,Night
199877,2022-01-12,01:30:00,1,30,1,0,W,Wednesday,Workday,Night
199878,2022-01-12,01:45:00,1,45,1,0,W,Wednesday,Workday,Night
199879,2022-01-12,02:00:00,2,0,1,0,W,Wednesday,Workday,Night
199880,2022-01-12,02:15:00,2,15,1,0,W,Wednesday,Workday,Night
199881,2022-01-12,02:30:00,2,30,1,0,W,Wednesday,Workday,Night
199882,2022-01-12,02:45:00,2,45,1,0,W,Wednesday,Workday,Night
199883,2022-01-12,03:00:00,3,0,1,0,W,Wednesday,Workday,Night
199884,2022-01-12,03:15:00,3,15,1,0,W,Wednesday,Workday,Night
199885,2022-01-12,03:30:00,3,30,1,0,W,Wednesday,Workday,Night
199886,2022-01-12,03:45:00,3,45,1,0,W,Wednesday,Workday,Night
199887,2022-01-12,04:00:00,4,0,1,0,W,Wednesday,Workday,Morning
199888,2022-01-12,04:15:00,4,15,1,0,W,Wednesday,Workday,Morning
199889,2022-01-12,04:30:00,4,30,1,0,W,Wednesday,Workday,Morning
199890,2022-01-12,04:45:00,4,45,1,0,W,Wednesday,Workday,Morning
199891,2022-01-12,05:00:00,5,0,1,0,W,Wednesday,Workday,Morning
199892,2022-01-12,05:15:00,5,15,1,0,W,Wednesday,Workday,Morning
199893,2022-01-12,05:30:00,5,30,1,0,W,Wednesday,Workday,Morning
199894,2022-01-12,05:45:00,5,45,1,0,W,Wednesday,Workday,Morning
199895,2022-01-12,06:00:00,6,0,1,0,W,Wednesday,Workday,Morning
199896,2022-01-12,06:15:00,6,15,1,0,W,Wednesday,Workday,Morning
199897,2022-01-12,06:30:00,6,30,1,0,W,Wednesday,Workday,Morning
199898,2022-01-12,06:45:00,6,45,1,0,W,Wednesday,Workday,Morning
199899,2022-01-12,07:00:00,7,0,1,0,W,Wednesday,Workday,Morning
199900,2022-01-12,07:15:00,7,15,1,0,W,Wednesday,Workday,Morning
199901,2022-01-12,07:30:00,7,30,1,0,W,Wednesday,Workday,Morning
199902,2022-01-12,07:45:00,7,45,1,0,W,Wednesday,Workday,Morning
199903,2022-01-12,08:00:00,8,0,1,0,W,Wednesday,Workday,Morning
199904,2022-01-12,08:15:00,8,15,1,6.4,W,Wednesday,Workday,Morning
199905,2022-01-12,08:30:00,8,30,1,16,W,Wednesday,Workday,Morning
199906,2022-01-12,08:45:00,8,45,1,30.4,W,Wednesday,Workday,Morning
199907,2022-01-12,09:00:00,9,0,1,38.4,W,Wednesday,Workday,Morning
199908,2022-01-12,09:15:00,9,15,1,43.2,W,Wednesday,Workday,Morning
199909,2022-01-12,09:30:00,9,30,1,46.4,W,Wednesday,Workday,Morning
199910,2022-01-12,09:45:00,9,45,1,28.8,W,Wednesday,Workday,Morning
199911,2022-01-12,10:00:00,10,0,1,44.8,W,Wednesday,Workday,Morning
199912,2022-01-12,10:15:00,10,15,1,54.4,W,Wednesday,Workday,Morning
199913,2022-01-12,10:30:00,10,30,1,105.6,W,Wednesday,Workday,Morning
199914,2022-01-12,10:45:00,10,45,1,169.6,W,Wednesday,Workday,Morning
199915,2022-01-12,11:00:00,11,0,1,212.8,W,Wednesday,Workday,Morning
199916,2022-01-12,11:15:00,11,15,1,187.2,W,Wednesday,Workday,Morning
199917,2022-01-12,11:30:00,11,30,1,196.8,W,Wednesday,Workday,Morning
199918,2022-01-12,11:45:00,11,45,1,432,W,Wednesday,Workday,Morning
199919,2022-01-12,12:00:00,12,0,1,446.4,W,Wednesday,Workday,Afternoon
199920,2022-01-12,12:15:00,12,15,1,352,W,Wednesday,Workday,Afternoon
199921,2022-01-12,12:30:00,12,30,1,273.6,W,Wednesday,Workday,Afternoon
199922,2022-01-12,12:45:00,12,45,1,865.6,W,Wednesday,Workday,Afternoon
199923,2022-01-12,13:00:00,13,0,1,878.4,W,Wednesday,Workday,Afternoon
199924,2022-01-12,13:15:00,13,15,1,841.6,W,Wednesday,Workday,Afternoon
199925,2022-01-12,13:30:00,13,30,1,750.4,W,Wednesday,Workday,Afternoon
199926,2022-01-12,13:45:00,13,45,1,782.4,W,Wednesday,Workday,Afternoon
199927,2022-01-12,14:00:00,14,0,1,620.8,W,Wednesday,Workday,Afternoon
199928,2022-01-12,14:15:00,14,15,1,329.6,W,Wednesday,Workday,Afternoon
199929,2022-01-12,14:30:00,14,30,1,300.8,W,Wednesday,Workday,Afternoon
199930,2022-01-12,14:45:00,14,45,1,329.6,W,Wednesday,Workday,Afternoon
199931,2022-01-12,15:00:00,15,0,1,236.8,W,Wednesday,Workday,Afternoon
199932,2022-01-12,15:15:00,15,15,1,180.8,W,Wednesday,Workday,Afternoon
199933,2022-01-12,15:30:00,15,30,1,144,W,Wednesday,Workday,Afternoon
199934,2022-01-12,15:45:00,15,45,1,124.8,W,Wednesday,Workday,Afternoon
199935,2022-01-12,16:00:00,16,0,1,110.4,W,Wednesday,Workday,Afternoon
199936,2022-01-12,16:15:00,16,15,1,76.8,W,Wednesday,Workday,Afternoon
199937,2022-01-12,16:30:00,16,30,1,27.2,W,Wednesday,Workday,Afternoon
199938,2022-01-12,16:45:00,16,45,1,4.8,W,Wednesday,Workday,Afternoon
199939,2022-01-12,17:00:00,17,0,1,0,W,Wednesday,Workday,Afternoon
