Date, Time,Power
02.07.2022,17:15:00,819.2
02.07.2022,17:30:00,748.8
02.07.2022,17:45:00,680
02.07.2022,18:00:00,600
02.07.2022,18:15:00,518.4
02.07.2022,18:30:00,435.2
02.07.2022,18:45:00,353.6
02.07.2022,19:00:00,273.6
02.07.2022,19:15:00,198.4
02.07.2022,19:30:00,134.4
02.07.2022,19:45:00,81.6
02.07.2022,20:00:00,49.6
02.07.2022,20:15:00,35.2
02.07.2022,20:30:00,30.4
02.07.2022,20:45:00,24
02.07.2022,21:00:00,17.6
02.07.2022,21:15:00,8
02.07.2022,21:30:00,1.6
02.07.2022,21:45:00,0
02.07.2022,22:00:00,0
02.07.2022,22:15:00,0
02.07.2022,22:30:00,0
02.07.2022,22:45:00,0
02.07.2022,23:00:00,0
02.07.2022,23:15:00,0
02.07.2022,23:30:00,0
02.07.2022,23:45:00,0
03.07.2022,00:00:00,0
03.07.2022,00:15:00,0
03.07.2022,00:30:00,0
03.07.2022,00:45:00,0
03.07.2022,01:00:00,0
03.07.2022,01:15:00,0
03.07.2022,01:30:00,0
03.07.2022,01:45:00,0
03.07.2022,02:00:00,0
03.07.2022,02:15:00,0
03.07.2022,02:30:00,0
03.07.2022,02:45:00,0
03.07.2022,03:00:00,0
03.07.2022,03:15:00,0
03.07.2022,03:30:00,0
03.07.2022,03:45:00,0
03.07.2022,04:00:00,0
03.07.2022,04:15:00,0
03.07.2022,04:30:00,0
03.07.2022,04:45:00,0
03.07.2022,05:00:00,0
03.07.2022,05:15:00,0
03.07.2022,05:30:00,3.2
03.07.2022,05:45:00,11.2
03.07.2022,06:00:00,20.8
03.07.2022,06:15:00,27.2
03.07.2022,06:30:00,33.6
03.07.2022,06:45:00,44.8
03.07.2022,07:00:00,72
03.07.2022,07:15:00,118.4
03.07.2022,07:30:00,180.8
03.07.2022,07:45:00,244.8
03.07.2022,08:00:00,321.6
03.07.2022,08:15:00,406.4
03.07.2022,08:30:00,491.2
03.07.2022,08:45:00,568
03.07.2022,09:00:00,638.4
03.07.2022,09:15:00,710.4
03.07.2022,09:30:00,779.2
03.07.2022,09:45:00,848
03.07.2022,10:00:00,904
03.07.2022,10:15:00,955.2
03.07.2022,10:30:00,1004.8
03.07.2022,10:45:00,1049.6
03.07.2022,11:00:00,1100.8
03.07.2022,11:15:00,1144
03.07.2022,11:30:00,1177.6
03.07.2022,11:45:00,1222.4
03.07.2022,12:00:00,1235.2
03.07.2022,12:15:00,1246.4
03.07.2022,12:30:00,1246.4
03.07.2022,12:45:00,1264
03.07.2022,13:00:00,1265.6
03.07.2022,13:15:00,1260.8
03.07.2022,13:30:00,1276.8
03.07.2022,13:45:00,1267.2
03.07.2022,14:00:00,1264
03.07.2022,14:15:00,1256
03.07.2022,14:30:00,1246.4
03.07.2022,14:45:00,1227.2
03.07.2022,15:00:00,1209.6
03.07.2022,15:15:00,1180.8
03.07.2022,15:30:00,1164.8
03.07.2022,15:45:00,1105.6
03.07.2022,16:00:00,1073.6
03.07.2022,16:15:00,1025.6
03.07.2022,16:30:00,974.4
03.07.2022,16:45:00,916.8
03.07.2022,17:00:00,868.8
03.07.2022,17:15:00,808
03.07.2022,17:30:00,742.4
03.07.2022,17:45:00,665.6
03.07.2022,18:00:00,588.8
03.07.2022,18:15:00,508.8
03.07.2022,18:30:00,430.4
03.07.2022,18:45:00,350.4
03.07.2022,19:00:00,264
03.07.2022,19:15:00,196.8
03.07.2022,19:30:00,116.8
03.07.2022,19:45:00,96
03.07.2022,20:00:00,54.4
03.07.2022,20:15:00,36.8
03.07.2022,20:30:00,30.4
03.07.2022,20:45:00,24
03.07.2022,21:00:00,14.4
03.07.2022,21:15:00,8
03.07.2022,21:30:00,1.6
03.07.2022,21:45:00,0
03.07.2022,22:00:00,0
03.07.2022,22:15:00,0
03.07.2022,22:30:00,0
03.07.2022,22:45:00,0
03.07.2022,23:00:00,0
03.07.2022,23:15:00,0
03.07.2022,23:30:00,0
03.07.2022,23:45:00,0
04.07.2022,00:00:00,0
04.07.2022,00:15:00,0
04.07.2022,00:30:00,0
04.07.2022,00:45:00,0
04.07.2022,01:00:00,0
04.07.2022,01:15:00,0
04.07.2022,01:30:00,0
04.07.2022,01:45:00,0
04.07.2022,02:00:00,0
04.07.2022,02:15:00,0
04.07.2022,02:30:00,0
04.07.2022,02:45:00,0
04.07.2022,03:00:00,0
04.07.2022,03:15:00,0
04.07.2022,03:30:00,0
04.07.2022,03:45:00,0
04.07.2022,04:00:00,0
04.07.2022,04:15:00,0
04.07.2022,04:30:00,0
04.07.2022,04:45:00,0
04.07.2022,05:00:00,0
04.07.2022,05:15:00,0
04.07.2022,05:30:00,0
04.07.2022,05:45:00,8
04.07.2022,06:00:00,17.6
04.07.2022,06:15:00,40
04.07.2022,06:30:00,59.2
04.07.2022,06:45:00,67.2
04.07.2022,07:00:00,88
04.07.2022,07:15:00,142.4
04.07.2022,07:30:00,160
04.07.2022,07:45:00,249.6
04.07.2022,08:00:00,316.8
04.07.2022,08:15:00,428.8
04.07.2022,08:30:00,459.2
04.07.2022,08:45:00,518.4
04.07.2022,09:00:00,561.6
04.07.2022,09:15:00,272
04.07.2022,09:30:00,702.4
04.07.2022,09:45:00,524.8
04.07.2022,10:00:00,672
04.07.2022,10:15:00,936
04.07.2022,10:30:00,1024
04.07.2022,10:45:00,1073.6
04.07.2022,11:00:00,1140.8
04.07.2022,11:15:00,1166.4
04.07.2022,11:30:00,1166.4
04.07.2022,11:45:00,1179.2
04.07.2022,12:00:00,1104
04.07.2022,12:15:00,1256
04.07.2022,12:30:00,1022.4
04.07.2022,12:45:00,883.2
04.07.2022,13:00:00,1116.8
04.07.2022,13:15:00,736
04.07.2022,13:30:00,1153.6
04.07.2022,13:45:00,808
04.07.2022,14:00:00,1179.2
04.07.2022,14:15:00,1248
04.07.2022,14:30:00,1305.6
04.07.2022,14:45:00,1104
04.07.2022,15:00:00,1076.8
04.07.2022,15:15:00,731.2
04.07.2022,15:30:00,936
04.07.2022,15:45:00,900.8
04.07.2022,16:00:00,1044.8
04.07.2022,16:15:00,1070.4
04.07.2022,16:30:00,913.6
04.07.2022,16:45:00,939.2
04.07.2022,17:00:00,878.4
04.07.2022,17:15:00,811.2
04.07.2022,17:30:00,742.4
04.07.2022,17:45:00,675.2
04.07.2022,18:00:00,596.8
04.07.2022,18:15:00,524.8
04.07.2022,18:30:00,457.6
04.07.2022,18:45:00,340.8
04.07.2022,19:00:00,195.2
04.07.2022,19:15:00,163.2
04.07.2022,19:30:00,187.2
04.07.2022,19:45:00,139.2
04.07.2022,20:00:00,84.8
04.07.2022,20:15:00,56
04.07.2022,20:30:00,51.2
04.07.2022,20:45:00,48
04.07.2022,21:00:00,33.6
04.07.2022,21:15:00,17.6
04.07.2022,21:30:00,8
04.07.2022,21:45:00,3.2
04.07.2022,22:00:00,0
04.07.2022,22:15:00,0
04.07.2022,22:30:00,0
04.07.2022,22:45:00,0
04.07.2022,23:00:00,0
04.07.2022,23:15:00,0
04.07.2022,23:30:00,0
04.07.2022,23:45:00,0
05.07.2022,00:00:00,0
05.07.2022,00:15:00,0
05.07.2022,00:30:00,0
05.07.2022,00:45:00,0
05.07.2022,01:00:00,0
05.07.2022,01:15:00,0
05.07.2022,01:30:00,0
05.07.2022,01:45:00,0
05.07.2022,02:00:00,0
05.07.2022,02:15:00,0
05.07.2022,02:30:00,0
05.07.2022,02:45:00,0
05.07.2022,03:00:00,0
05.07.2022,03:15:00,0
05.07.2022,03:30:00,0
05.07.2022,03:45:00,0
05.07.2022,04:00:00,0
05.07.2022,04:15:00,0
05.07.2022,04:30:00,0
05.07.2022,04:45:00,0
05.07.2022,05:00:00,0
05.07.2022,05:15:00,0
05.07.2022,05:30:00,0
05.07.2022,05:45:00,3.2
05.07.2022,06:00:00,6.4
05.07.2022,06:15:00,9.6
05.07.2022,06:30:00,12.8
05.07.2022,06:45:00,16
05.07.2022,07:00:00,25.6
05.07.2022,07:15:00,102.4
05.07.2022,07:30:00,169.6
05.07.2022,07:45:00,238.4
05.07.2022,08:00:00,316.8
05.07.2022,08:15:00,398.4
05.07.2022,08:30:00,478.4
05.07.2022,08:45:00,556.8
05.07.2022,09:00:00,633.6
05.07.2022,09:15:00,705.6
05.07.2022,09:30:00,771.2
05.07.2022,09:45:00,844.8
05.07.2022,10:00:00,905.6
05.07.2022,10:15:00,958.4
05.07.2022,10:30:00,1011.2
05.07.2022,10:45:00,1070.4
05.07.2022,11:00:00,1044.8
05.07.2022,11:15:00,812.8
05.07.2022,11:30:00,1169.6
05.07.2022,11:45:00,1200
05.07.2022,12:00:00,897.6
05.07.2022,12:15:00,496
05.07.2022,12:30:00,1363.2
05.07.2022,12:45:00,1321.6
05.07.2022,13:00:00,833.6
05.07.2022,13:15:00,880
05.07.2022,13:30:00,750.4
05.07.2022,13:45:00,844.8
05.07.2022,14:00:00,1337.6
05.07.2022,14:15:00,1172.8
05.07.2022,14:30:00,1337.6
05.07.2022,14:45:00,1208
05.07.2022,15:00:00,971.2
05.07.2022,15:15:00,1051.2
05.07.2022,15:30:00,1216
05.07.2022,15:45:00,1188.8
05.07.2022,16:00:00,976
05.07.2022,16:15:00,979.2
05.07.2022,16:30:00,705.6
05.07.2022,16:45:00,995.2
05.07.2022,17:00:00,705.6
05.07.2022,17:15:00,480
05.07.2022,17:30:00,590.4
05.07.2022,17:45:00,414.4
05.07.2022,18:00:00,678.4
05.07.2022,18:15:00,526.4
05.07.2022,18:30:00,396.8
05.07.2022,18:45:00,366.4
05.07.2022,19:00:00,204.8
05.07.2022,19:15:00,208
05.07.2022,19:30:00,145.6
05.07.2022,19:45:00,100.8
05.07.2022,20:00:00,60.8
05.07.2022,20:15:00,46.4
05.07.2022,20:30:00,38.4
05.07.2022,20:45:00,27.2
05.07.2022,21:00:00,16
05.07.2022,21:15:00,8
05.07.2022,21:30:00,1.6
05.07.2022,21:45:00,0
05.07.2022,22:00:00,0
05.07.2022,22:15:00,0
05.07.2022,22:30:00,0
05.07.2022,22:45:00,0
05.07.2022,23:00:00,0
05.07.2022,23:15:00,0
05.07.2022,23:30:00,0
05.07.2022,23:45:00,0
06.07.2022,00:00:00,0
06.07.2022,00:15:00,0
06.07.2022,00:30:00,0
06.07.2022,00:45:00,0
06.07.2022,01:00:00,0
06.07.2022,01:15:00,0
06.07.2022,01:30:00,0
06.07.2022,01:45:00,0
06.07.2022,02:00:00,0
06.07.2022,02:15:00,0
06.07.2022,02:30:00,0
06.07.2022,02:45:00,0
06.07.2022,03:00:00,0
06.07.2022,03:15:00,0
06.07.2022,03:30:00,0
06.07.2022,03:45:00,0
06.07.2022,04:00:00,0
06.07.2022,04:15:00,0
06.07.2022,04:30:00,0
06.07.2022,04:45:00,0
06.07.2022,05:00:00,0
06.07.2022,05:15:00,0
06.07.2022,05:30:00,0
06.07.2022,05:45:00,8
06.07.2022,06:00:00,25.6
06.07.2022,06:15:00,40
06.07.2022,06:30:00,73.6
06.07.2022,06:45:00,86.4
06.07.2022,07:00:00,94.4
06.07.2022,07:15:00,118.4
06.07.2022,07:30:00,174.4
06.07.2022,07:45:00,243.2
06.07.2022,08:00:00,320
06.07.2022,08:15:00,422.4
06.07.2022,08:30:00,454.4
06.07.2022,08:45:00,432
06.07.2022,09:00:00,395.2
06.07.2022,09:15:00,457.6
06.07.2022,09:30:00,558.4
06.07.2022,09:45:00,529.6
06.07.2022,10:00:00,563.2
06.07.2022,10:15:00,934.4
06.07.2022,10:30:00,1027.2
06.07.2022,10:45:00,1008
06.07.2022,11:00:00,952
06.07.2022,11:15:00,902.4
06.07.2022,11:30:00,630.4
06.07.2022,11:45:00,828.8
06.07.2022,12:00:00,937.6
06.07.2022,12:15:00,716.8
06.07.2022,12:30:00,753.6
06.07.2022,12:45:00,1059.2
06.07.2022,13:00:00,675.2
06.07.2022,13:15:00,1241.6
06.07.2022,13:30:00,1212.8
06.07.2022,13:45:00,1361.6
06.07.2022,14:00:00,1353.6
06.07.2022,14:15:00,1308.8
06.07.2022,14:30:00,734.4
06.07.2022,14:45:00,1256
06.07.2022,15:00:00,963.2
06.07.2022,15:15:00,1052.8
06.07.2022,15:30:00,1060.8
06.07.2022,15:45:00,1200
06.07.2022,16:00:00,1030.4
06.07.2022,16:15:00,905.6
06.07.2022,16:30:00,1006.4
06.07.2022,16:45:00,977.6
06.07.2022,17:00:00,902.4
06.07.2022,17:15:00,872
06.07.2022,17:30:00,827.2
06.07.2022,17:45:00,729.6
06.07.2022,18:00:00,579.2
06.07.2022,18:15:00,476.8
06.07.2022,18:30:00,452.8
06.07.2022,18:45:00,235.2
06.07.2022,19:00:00,108.8
06.07.2022,19:15:00,134.4
06.07.2022,19:30:00,124.8
06.07.2022,19:45:00,112
06.07.2022,20:00:00,96
06.07.2022,20:15:00,76.8
06.07.2022,20:30:00,56
06.07.2022,20:45:00,52.8
06.07.2022,21:00:00,43.2
06.07.2022,21:15:00,43.2
06.07.2022,21:30:00,17.6
06.07.2022,21:45:00,0
06.07.2022,22:00:00,0
06.07.2022,22:15:00,0
06.07.2022,22:30:00,0
06.07.2022,22:45:00,0
06.07.2022,23:00:00,0
06.07.2022,23:15:00,0
06.07.2022,23:30:00,0
06.07.2022,23:45:00,0
07.07.2022,00:00:00,0
07.07.2022,00:15:00,0
07.07.2022,00:30:00,0
07.07.2022,00:45:00,0
07.07.2022,01:00:00,0
07.07.2022,01:15:00,0
07.07.2022,01:30:00,0
07.07.2022,01:45:00,0
07.07.2022,02:00:00,0
07.07.2022,02:15:00,0
07.07.2022,02:30:00,0
07.07.2022,02:45:00,0
07.07.2022,03:00:00,0
07.07.2022,03:15:00,0
07.07.2022,03:30:00,0
07.07.2022,03:45:00,0
07.07.2022,04:00:00,0
07.07.2022,04:15:00,0
07.07.2022,04:30:00,0
07.07.2022,04:45:00,0
07.07.2022,05:00:00,0
07.07.2022,05:15:00,0
07.07.2022,05:30:00,0
07.07.2022,05:45:00,0
07.07.2022,06:00:00,0
07.07.2022,06:15:00,8
07.07.2022,06:30:00,32
07.07.2022,06:45:00,33.6
07.07.2022,07:00:00,46.4
07.07.2022,07:15:00,41.6
07.07.2022,07:30:00,64
07.07.2022,07:45:00,51.2
07.07.2022,08:00:00,52.8
07.07.2022,08:15:00,115.2
07.07.2022,08:30:00,96
07.07.2022,08:45:00,76.8
07.07.2022,09:00:00,78.4
07.07.2022,09:15:00,78.4
07.07.2022,09:30:00,102.4
07.07.2022,09:45:00,120
07.07.2022,10:00:00,89.6
07.07.2022,10:15:00,92.8
07.07.2022,10:30:00,113.6
07.07.2022,10:45:00,118.4
07.07.2022,11:00:00,155.2
07.07.2022,11:15:00,289.6
07.07.2022,11:30:00,248
07.07.2022,11:45:00,353.6
07.07.2022,12:00:00,206.4
07.07.2022,12:15:00,238.4
07.07.2022,12:30:00,428.8
07.07.2022,12:45:00,657.6
07.07.2022,13:00:00,228.8
07.07.2022,13:15:00,192
07.07.2022,13:30:00,171.2
07.07.2022,13:45:00,251.2
07.07.2022,14:00:00,366.4
07.07.2022,14:15:00,308.8
07.07.2022,14:30:00,404.8
07.07.2022,14:45:00,488
07.07.2022,15:00:00,563.2
07.07.2022,15:15:00,993.6
07.07.2022,15:30:00,508.8
07.07.2022,15:45:00,256
07.07.2022,16:00:00,76.8
07.07.2022,16:15:00,227.2
07.07.2022,16:30:00,384
07.07.2022,16:45:00,347.2
07.07.2022,17:00:00,220.8
07.07.2022,17:15:00,195.2
07.07.2022,17:30:00,372.8
07.07.2022,17:45:00,478.4
07.07.2022,18:00:00,576
07.07.2022,18:15:00,361.6
07.07.2022,18:30:00,136
07.07.2022,18:45:00,89.6
07.07.2022,19:00:00,99.2
07.07.2022,19:15:00,174.4
07.07.2022,19:30:00,179.2
07.07.2022,19:45:00,64
07.07.2022,20:00:00,38.4
07.07.2022,20:15:00,33.6
07.07.2022,20:30:00,32
07.07.2022,20:45:00,12.8
07.07.2022,21:00:00,4.8
07.07.2022,21:15:00,0
07.07.2022,21:30:00,0
07.07.2022,21:45:00,0
07.07.2022,22:00:00,0
07.07.2022,22:15:00,0
07.07.2022,22:30:00,0
07.07.2022,22:45:00,0
07.07.2022,23:00:00,0
07.07.2022,23:15:00,0
07.07.2022,23:30:00,0
07.07.2022,23:45:00,0
08.07.2022,00:00:00,0
08.07.2022,00:15:00,0
08.07.2022,00:30:00,0
08.07.2022,00:45:00,0
08.07.2022,01:00:00,0
08.07.2022,01:15:00,0
08.07.2022,01:30:00,0
08.07.2022,01:45:00,0
08.07.2022,02:00:00,0
08.07.2022,02:15:00,0
08.07.2022,02:30:00,0
08.07.2022,02:45:00,0
08.07.2022,03:00:00,0
08.07.2022,03:15:00,0
08.07.2022,03:30:00,0
08.07.2022,03:45:00,0
08.07.2022,04:00:00,0
08.07.2022,04:15:00,0
08.07.2022,04:30:00,0
08.07.2022,04:45:00,0
08.07.2022,05:00:00,0
08.07.2022,05:15:00,0
08.07.2022,05:30:00,0
08.07.2022,05:45:00,3.2
08.07.2022,06:00:00,19.2
08.07.2022,06:15:00,27.2
08.07.2022,06:30:00,41.6
08.07.2022,06:45:00,59.2
08.07.2022,07:00:00,72
08.07.2022,07:15:00,86.4
08.07.2022,07:30:00,110.4
08.07.2022,07:45:00,129.6
08.07.2022,08:00:00,131.2
08.07.2022,08:15:00,137.6
08.07.2022,08:30:00,148.8
08.07.2022,08:45:00,144
08.07.2022,09:00:00,241.6
08.07.2022,09:15:00,512
08.07.2022,09:30:00,745.6
08.07.2022,09:45:00,622.4
08.07.2022,10:00:00,662.4
08.07.2022,10:15:00,720
08.07.2022,10:30:00,1019.2
08.07.2022,10:45:00,428.8
08.07.2022,11:00:00,707.2
08.07.2022,11:15:00,716.8
08.07.2022,11:30:00,659.2
08.07.2022,11:45:00,360
08.07.2022,12:00:00,476.8
08.07.2022,12:15:00,566.4
08.07.2022,12:30:00,428.8
08.07.2022,12:45:00,489.6
08.07.2022,13:00:00,732.8
08.07.2022,13:15:00,1009.6
08.07.2022,13:30:00,1440
08.07.2022,13:45:00,1430.4
08.07.2022,14:00:00,1056
08.07.2022,14:15:00,1112
08.07.2022,14:30:00,1128
08.07.2022,14:45:00,446.4
08.07.2022,15:00:00,923.2
08.07.2022,15:15:00,1142.4
08.07.2022,15:30:00,720
08.07.2022,15:45:00,878.4
08.07.2022,16:00:00,1233.6
08.07.2022,16:15:00,732.8
08.07.2022,16:30:00,1072
08.07.2022,16:45:00,990.4
08.07.2022,17:00:00,910.4
08.07.2022,17:15:00,652.8
08.07.2022,17:30:00,782.4
08.07.2022,17:45:00,611.2
08.07.2022,18:00:00,604.8
08.07.2022,18:15:00,550.4
08.07.2022,18:30:00,513.6
08.07.2022,18:45:00,328
08.07.2022,19:00:00,334.4
08.07.2022,19:15:00,321.6
08.07.2022,19:30:00,172.8
08.07.2022,19:45:00,97.6
08.07.2022,20:00:00,84.8
08.07.2022,20:15:00,56
08.07.2022,20:30:00,35.2
08.07.2022,20:45:00,17.6
08.07.2022,21:00:00,6.4
08.07.2022,21:15:00,1.6
08.07.2022,21:30:00,0
08.07.2022,21:45:00,0
08.07.2022,22:00:00,0
08.07.2022,22:15:00,0
08.07.2022,22:30:00,0
08.07.2022,22:45:00,0
08.07.2022,23:00:00,0
08.07.2022,23:15:00,0
08.07.2022,23:30:00,0
08.07.2022,23:45:00,0
09.07.2022,00:00:00,0
09.07.2022,00:15:00,0
09.07.2022,00:30:00,0
09.07.2022,00:45:00,0
09.07.2022,01:00:00,0
09.07.2022,01:15:00,0
09.07.2022,01:30:00,0
09.07.2022,01:45:00,0
09.07.2022,02:00:00,0
09.07.2022,02:15:00,0
09.07.2022,02:30:00,0
09.07.2022,02:45:00,0
09.07.2022,03:00:00,0
09.07.2022,03:15:00,0
09.07.2022,03:30:00,0
09.07.2022,03:45:00,0
09.07.2022,04:00:00,0
09.07.2022,04:15:00,0
09.07.2022,04:30:00,0
09.07.2022,04:45:00,0
09.07.2022,05:00:00,0
09.07.2022,05:15:00,0
09.07.2022,05:30:00,0
09.07.2022,05:45:00,8
09.07.2022,06:00:00,17.6
09.07.2022,06:15:00,28.8
09.07.2022,06:30:00,44.8
09.07.2022,06:45:00,57.6
09.07.2022,07:00:00,60.8
09.07.2022,07:15:00,91.2
09.07.2022,07:30:00,140.8
09.07.2022,07:45:00,177.6
09.07.2022,08:00:00,176
09.07.2022,08:15:00,284.8
09.07.2022,08:30:00,270.4
09.07.2022,08:45:00,441.6
09.07.2022,09:00:00,633.6
09.07.2022,09:15:00,595.2
09.07.2022,09:30:00,464
09.07.2022,09:45:00,452.8
09.07.2022,10:00:00,672
09.07.2022,10:15:00,492.8
09.07.2022,10:30:00,593.6
09.07.2022,10:45:00,873.6
09.07.2022,11:00:00,729.6
09.07.2022,11:15:00,760
09.07.2022,11:30:00,398.4
09.07.2022,11:45:00,336
09.07.2022,12:00:00,363.2
09.07.2022,12:15:00,387.2
09.07.2022,12:30:00,153.6
09.07.2022,12:45:00,196.8
09.07.2022,13:00:00,497.6
09.07.2022,13:15:00,372.8
09.07.2022,13:30:00,358.4
09.07.2022,13:45:00,993.6
09.07.2022,14:00:00,795.2
09.07.2022,14:15:00,1032
09.07.2022,14:30:00,916.8
09.07.2022,14:45:00,755.2
09.07.2022,15:00:00,576
09.07.2022,15:15:00,427.2
09.07.2022,15:30:00,596.8
09.07.2022,15:45:00,409.6
09.07.2022,16:00:00,284.8
09.07.2022,16:15:00,246.4
09.07.2022,16:30:00,217.6
09.07.2022,16:45:00,172.8
09.07.2022,17:00:00,100.8
09.07.2022,17:15:00,528
09.07.2022,17:30:00,528
09.07.2022,17:45:00,193.6
09.07.2022,18:00:00,56
09.07.2022,18:15:00,33.6
09.07.2022,18:30:00,60.8
09.07.2022,18:45:00,89.6
09.07.2022,19:00:00,83.2
09.07.2022,19:15:00,83.2
09.07.2022,19:30:00,110.4
09.07.2022,19:45:00,86.4
09.07.2022,20:00:00,60.8
09.07.2022,20:15:00,41.6
09.07.2022,20:30:00,20.8
09.07.2022,20:45:00,1.6
09.07.2022,21:00:00,0
09.07.2022,21:15:00,0
09.07.2022,21:30:00,0
09.07.2022,21:45:00,0
09.07.2022,22:00:00,0
09.07.2022,22:15:00,0
09.07.2022,22:30:00,0
09.07.2022,22:45:00,0
09.07.2022,23:00:00,0
09.07.2022,23:15:00,0
09.07.2022,23:30:00,0
09.07.2022,23:45:00,0
10.07.2022,00:00:00,0
10.07.2022,00:15:00,0
10.07.2022,00:30:00,0
10.07.2022,00:45:00,0
10.07.2022,01:00:00,0
10.07.2022,01:15:00,0
10.07.2022,01:30:00,0
10.07.2022,01:45:00,0
10.07.2022,02:00:00,0
10.07.2022,02:15:00,0
10.07.2022,02:30:00,0
10.07.2022,02:45:00,0
10.07.2022,03:00:00,0
10.07.2022,03:15:00,0
10.07.2022,03:30:00,0
10.07.2022,03:45:00,0
10.07.2022,04:00:00,0
10.07.2022,04:15:00,0
10.07.2022,04:30:00,0
10.07.2022,04:45:00,0
10.07.2022,05:00:00,0
10.07.2022,05:15:00,0
10.07.2022,05:30:00,0
10.07.2022,05:45:00,8
10.07.2022,06:00:00,16
10.07.2022,06:15:00,25.6
10.07.2022,06:30:00,33.6
10.07.2022,06:45:00,41.6
10.07.2022,07:00:00,64
10.07.2022,07:15:00,107.2
10.07.2022,07:30:00,158.4
10.07.2022,07:45:00,118.4
10.07.2022,08:00:00,174.4
10.07.2022,08:15:00,248
10.07.2022,08:30:00,299.2
10.07.2022,08:45:00,518.4
10.07.2022,09:00:00,556.8
10.07.2022,09:15:00,337.6
10.07.2022,09:30:00,339.2
10.07.2022,09:45:00,323.2
10.07.2022,10:00:00,403.2
10.07.2022,10:15:00,348.8
10.07.2022,10:30:00,744
10.07.2022,10:45:00,414.4
10.07.2022,11:00:00,238.4
10.07.2022,11:15:00,227.2
10.07.2022,11:30:00,244.8
10.07.2022,11:45:00,480
10.07.2022,12:00:00,432
10.07.2022,12:15:00,584
10.07.2022,12:30:00,552
10.07.2022,12:45:00,699.2
10.07.2022,13:00:00,857.6
10.07.2022,13:15:00,689.6
10.07.2022,13:30:00,723.2
10.07.2022,13:45:00,566.4
10.07.2022,14:00:00,958.4
10.07.2022,14:15:00,795.2
10.07.2022,14:30:00,676.8
10.07.2022,14:45:00,484.8
10.07.2022,15:00:00,774.4
10.07.2022,15:15:00,539.2
10.07.2022,15:30:00,428.8
10.07.2022,15:45:00,635.2
10.07.2022,16:00:00,692.8
10.07.2022,16:15:00,739.2
10.07.2022,16:30:00,571.2
10.07.2022,16:45:00,619.2
10.07.2022,17:00:00,692.8
10.07.2022,17:15:00,752
10.07.2022,17:30:00,435.2
10.07.2022,17:45:00,404.8
10.07.2022,18:00:00,305.6
10.07.2022,18:15:00,332.8
10.07.2022,18:30:00,307.2
10.07.2022,18:45:00,208
10.07.2022,19:00:00,176
10.07.2022,19:15:00,126.4
10.07.2022,19:30:00,126.4
10.07.2022,19:45:00,92.8
10.07.2022,20:00:00,88
10.07.2022,20:15:00,65.6
10.07.2022,20:30:00,40
10.07.2022,20:45:00,19.2
10.07.2022,21:00:00,8
10.07.2022,21:15:00,0
10.07.2022,21:30:00,0
10.07.2022,21:45:00,0
10.07.2022,22:00:00,0
10.07.2022,22:15:00,0
10.07.2022,22:30:00,0
10.07.2022,22:45:00,0
10.07.2022,23:00:00,0
10.07.2022,23:15:00,0
10.07.2022,23:30:00,0
10.07.2022,23:45:00,0
11.07.2022,00:00:00,0
11.07.2022,00:15:00,0
11.07.2022,00:30:00,0
11.07.2022,00:45:00,0
11.07.2022,01:00:00,0
11.07.2022,01:15:00,0
11.07.2022,01:30:00,0
11.07.2022,01:45:00,0
11.07.2022,02:00:00,0
11.07.2022,02:15:00,0
11.07.2022,02:30:00,0
11.07.2022,02:45:00,0
11.07.2022,03:00:00,0
11.07.2022,03:15:00,0
11.07.2022,03:30:00,0
11.07.2022,03:45:00,0
11.07.2022,04:00:00,0
11.07.2022,04:15:00,0
11.07.2022,04:30:00,0
11.07.2022,04:45:00,0
11.07.2022,05:00:00,0
11.07.2022,05:15:00,0
11.07.2022,05:30:00,0
11.07.2022,05:45:00,3.2
11.07.2022,06:00:00,14.4
11.07.2022,06:15:00,24
11.07.2022,06:30:00,43.2
11.07.2022,06:45:00,22.4
11.07.2022,07:00:00,25.6
11.07.2022,07:15:00,48
11.07.2022,07:30:00,57.6
11.07.2022,07:45:00,128
11.07.2022,08:00:00,201.6
11.07.2022,08:15:00,166.4
11.07.2022,08:30:00,252.8
11.07.2022,08:45:00,224
11.07.2022,09:00:00,192
11.07.2022,09:15:00,254.4
11.07.2022,09:30:00,201.6
11.07.2022,09:45:00,158.4
11.07.2022,10:00:00,204.8
11.07.2022,10:15:00,369.6
11.07.2022,10:30:00,393.6
11.07.2022,10:45:00,163.2
11.07.2022,11:00:00,214.4
11.07.2022,11:15:00,99.2
11.07.2022,11:30:00,297.6
11.07.2022,11:45:00,283.2
11.07.2022,12:00:00,232
11.07.2022,12:15:00,246.4
11.07.2022,12:30:00,244.8
11.07.2022,12:45:00,254.4
11.07.2022,13:00:00,592
11.07.2022,13:15:00,969.6
11.07.2022,13:30:00,876.8
11.07.2022,13:45:00,1113.6
11.07.2022,14:00:00,956.8
11.07.2022,14:15:00,934.4
11.07.2022,14:30:00,361.6
11.07.2022,14:45:00,240
11.07.2022,15:00:00,169.6
11.07.2022,15:15:00,390.4
11.07.2022,15:30:00,467.2
11.07.2022,15:45:00,195.2
11.07.2022,16:00:00,323.2
11.07.2022,16:15:00,566.4
11.07.2022,16:30:00,296
11.07.2022,16:45:00,203.2
11.07.2022,17:00:00,475.2
11.07.2022,17:15:00,172.8
11.07.2022,17:30:00,244.8
11.07.2022,17:45:00,289.6
